red_izo;adresa
600015823;Jarošova 14, Znojmo, Czech Republic
600015718;Uhelná 6, Znojmo, Czech Republic
600019985;Jana Palacha 8/956, Znojmo, Czech Republic
600018300;Horní Heřmanice 47, Bernartice, Czech Republic
600018351;Komenského 281, Jeseník, Czech Republic
600018342;Dukelská 680, Jeseník, Czech Republic
600018334;Dukelská 1240, Jeseník, Czech Republic
600018318;U Jatek 916/8, Jeseník, Czech Republic
600018326;Dukelská 1240, Jeseník, Czech Republic
600027287;
600032001;Komenského 154, Žulová, Czech Republic
600017117;Opletalova 189, Litovel, Czech Republic
600017087;Komenského 677, Litovel, Czech Republic
600017192;Jana Sigmunda 242, Lutín, Czech Republic
600016927;Tomkova 45, Olomouc, Czech Republic
600017150;Štěpánovská 23, Olomouc, Czech Republic
600017028;Pavlovická 16, Olomouc, Czech Republic
600026612;B. Dvorského 17, Olomouc, Czech Republic
600026671;Nedbalova 36, Olomouc, Czech Republic
600017036;Nešverova 693/1, Olomouc, Czech Republic
600016935;Čajkovského 9, Olomouc, Czech Republic
600017109;tř. Spojenců, Olomouc, Czech Republic
600016943;tř. Jiřího z Poděbrad 13, Olomouc, Czech Republic
600017010;tř. 17. listopadu 49, Olomouc, Czech Republic
610301063;Svatoplukova 11, Olomouc, Czech Republic
600026621;Kosmonautů 4, Olomouc, Czech Republic
600017061;Štursova 14, Olomouc, Czech Republic
600017141;Řepčínská 239, Olomouc, Czech Republic
600016986;U Hradiska 29, Olomouc, Czech Republic
600017168;Střední novosadská 87, Olomouc, Czech Republic
600017095;Rooseveltova 79, Olomouc, Czech Republic
600019349;Pasteurova 935, Olomouc, Czech Republic
651035741;U Hradiska 4, Olomouc, Czech Republic
600017133;Kosinova 4, Olomouc, Czech Republic
600017125;U Hradiska 4, Olomouc, Czech Republic
600020053;Pöttingova 2, Olomouc, Czech Republic
600017176;Božetěchova 3, Olomouc, Czech Republic
600026701;Mozartova 43, Olomouc, Czech Republic
600016951;Horní náměstí 5, Šternberk, Czech Republic
600016994;Opavská 8, Šternberk, Czech Republic
600016960;Gymnazijní 257, Uničov, Czech Republic
600017214;Stromořadí 420, Uničov, Czech Republic
600017079;Školní 164, Uničov, Czech Republic
600026655;
600017231;Navrátilova, Velký Újezd, Czech Republic
600015149;Tyršova 609, Konice, Czech Republic
600015297;Husovo nám. 2061, Prostějov, Czech Republic
600015211;Komenského 17, Prostějov, Czech Republic
600015157;Kollárova 3, Prostějov, Czech Republic
600015173;Palackého 18, Prostějov, Czech Republic
600015301;Studentská 2, Prostějov, Czech Republic
600015246;Rejskova 2987/4, Prostějov, Czech Republic
610300580;Lidická 4, Prostějov, Czech Republic
600015289;nám. Edmunda Husserla 1, Prostějov, Czech Republic
610300971;Lidická 86, Prostějov, Czech Republic
600025667;Tetín 1, Prostějov, Czech Republic
600015319;Vápenice 2977/9, Prostějov, Czech Republic
600015181;Vápenice 1, Prostějov, Czech Republic
600025641;Komenského 10, Prostějov, Czech Republic
600019951;Vápenice 3, Prostějov, Czech Republic
600015165;nám. Spojenců 17, Prostějov, Czech Republic
650003578;Havlíčkova 2920, Prostějov, Czech Republic
600031829;Novosady 248, Dřevohostice, Czech Republic
600017788;Zborovská 293, Hranice, Czech Republic
600017931;Jaselská 832, Hranice, Czech Republic
600017770;Jurikova 588, Hranice, Czech Republic
600017907;Studentská 1384, Hranice, Czech Republic
600020088;Studentská 1095, Hranice, Czech Republic
600017974;Svatopluka Čecha 683, Kojetín, Czech Republic
600026973;Křenovice 8, Kojetín, Czech Republic
600017923;Komenského sady 62, Lipník nad Bečvou, Czech Republic
600017869;Komenského sady 257, Lipník nad Bečvou, Czech Republic
600027058;Osecká 301, Lipník nad Bečvou, Czech Republic
600171337;Tyršova 781, Lipník nad Bečvou, Czech Republic
600017796;Bartošova 24, Přerov 2, Czech Republic
600017966;Palackého 1380, Přerov I, Czech Republic
600017915;Komenského 29, Přerov, Czech Republic
600017842;Denisova 3, Přerov, Czech Republic
600017818;Havlíčkova 2, Přerov, Czech Republic
600171361;Šířava 7, Přerov, Czech Republic
600171370;Kouřílkova 8, Přerov, Czech Republic
600017834;Osmek 47, Přerov, Czech Republic
600017958;Nádražní 146, Tovačov, Czech Republic
600018024;Olomoucká 82, Mohelnice, Czech Republic
600027155;Vodní 27, Mohelnice, Czech Republic
600017982;Gen. Svobody 2, Mohelnice, Czech Republic
600171396;1. máje 2, Mohelnice, Czech Republic
600018016;Masarykovo náměstí 8, Šumperk, Czech Republic
600018041;Hlavní třída 31, Šumperk, Czech Republic
600171388;Gen. Krátkého 30, Šumperk, Czech Republic
600018075;Zemědělská 3, Šumperk, Czech Republic
600018059;Bulharská 8, Šumperk, Czech Republic
600027121;Hanácká 3, Šumperk, Czech Republic
600020096;Kladská 2, Šumperk, Czech Republic
600018083;Gen. Krátkého 1, Šumperk, Czech Republic
600027147;Šumavská 13, Šumperk, Czech Republic
600018008;náměstí Osvobození 20, Zábřeh, Czech Republic
600018067;nám. 8. května 2, Zábřeh, Czech Republic
600018091;U Dráhy 6, Zábřeh, Czech Republic
600015068;Holešovská 394, Bystřice pod Hostýnem, Czech Republic
600015050;Palackého 524, Holešov, Czech Republic
600025624;Nádražní 525, Holešov, Czech Republic
680000054;Zlínská 991, Holešov, Czech Republic
600030679;U Revíru 47, Chvalčov, Czech Republic
600015033;Pilařova 3, Kroměříž, Czech Republic
600014941;Masarykovo náměstí 496, Kroměříž, Czech Republic
600014959;Obvodová 3503, Kroměříž, Czech Republic
600015041;Bílanská 1827/3, Kroměříž, Czech Republic
600015092;Na Lindovce 1463, Kroměříž, Czech Republic
600171124;Nábělkova 539, Kroměříž, Czech Republic
600020525;Tovačovského 337, Kroměříž, Czech Republic
600019942;Albertova 4261, Kroměříž, Czech Republic
600015076;Koperníkova 1429, Kroměříž, Czech Republic
600014991;1. máje 221, Kroměříž, Czech Republic
600015106;Štěchovice 4176, Kroměříž, Czech Republic
600030695;Zámecká 107, Střílky, Czech Republic
600015491;Husova 537, Bojkovice, Czech Republic
600015572;Osvobození 699, Kunovice, Czech Republic
650008006;Na Záhonech 1177, Kunovice, Czech Republic
600015556;Velehradská 1527, Staré Město, Czech Republic
600015467;Velehradská třída 218, Uherské Hradiště, Czech Republic
600015513;Nádražní 22, Uherské Hradiště, Czech Republic
600015505;Štěpnická 1188, Uherské Hradiště, Czech Republic
600015459;Kollárova 617, Uherské Hradiště, Czech Republic
600015611;Družstevní 818, Uherské Hradiště, Czech Republic
600015581;Štěpnická 1156, Uherské Hradiště, Czech Republic
600015475;Všehrdova 267, Uherské Hradiště, Czech Republic
600015530;Komenského 169, Uherský Brod, Czech Republic
600015483;Svatopluka Čecha 1110, Uherský Brod, Czech Republic
600015548;Nivnická 1781, Uherský Brod, Czech Republic
600171132;Vlčnovská 688, Uherský Brod, Czech Republic
650067231;
600027236;nám. Osvoboditelů 1, Kelč, Czech Republic
600018211;Koryčanské Paseky 1725, Rožnov pod Radhoštěm, Czech Republic
600018181;U Kantorka 406, Rožnov pod Radhoštěm, Czech Republic
600018156;Školní 1610, Rožnov pod Radhoštěm, Czech Republic
600018202;nábř. Dukelských hrdinů 570, Rožnov pod Radhoštěm, Czech Republic
600018148;Husova 146, Valašské Meziříčí, Czech Republic
600171400;Palackého 49, Valašské Meziříčí, Czech Republic
600027210;Vsetínská 454, Valašské Meziříčí, Czech Republic
600018270;Masarykova 101, Valašské Meziříčí, Czech Republic
600018164;Máchova 628, Valašské Meziříčí, Czech Republic
600018296;Zašovská  100, Valašské Meziříčí, Czech Republic
600018113;Tyršova 1069, Vsetín, Czech Republic
600018253;Benátky 1779, Vsetín, Czech Republic
600018245;Pod Strání 1776, Vsetín, Czech Republic
600018199;Pod Pecníkem 1666, Vsetín, Czech Republic
600171078;Masarykova 101, Luhačovice, Czech Republic
600014312;tř. Spojenců 907, Otrokovice, Czech Republic
600014495;tř. T. Bati 1266, Otrokovice, Czech Republic
600014321;Školní 822, Slavičín, Czech Republic
600025390;Smolina 16, Valašské Klobouky, Czech Republic
600014339;Komenského 60, Valašské Klobouky, Czech Republic
600014517;Brumovská 456, Valašské Klobouky, Czech Republic
600019136;Zádveřice-Raková, Zádveřice 5, Vizovice, Czech Republic
600014487;Tyršova 874, Vizovice, Czech Republic
691004960;Filmová 174, Zlín, Czech Republic
600025314;Lazy 3695, Zlín, Czech Republic
600014398;náměstí T.G. Masaryka 2734-9, Zlín, Czech Republic
600014363;Lesní čtvrť 1364, Zlín, Czech Republic
600014410;náměstí T.G.Masaryka 3669, Zlín, Czech Republic
600171051;Nad Ovčírnou 2528, Zlín, Czech Republic
600014436;Česká 4787, Zlín, Czech Republic
600014355;tř. Tomáše Bati 4187, Zlín, Czech Republic
600014461;Štefánikova 3015, Zlín, Czech Republic
600014452;Dřevnická 1788, Zlín, Czech Republic
600014479;nám. T. G. Masaryka 1279, Zlín, Czech Republic
600019918;Broučkova 372, Zlín, Czech Republic
600016170;Kavalcova 1, Bruntál, Czech Republic
600016226;Dukelská 5, Bruntál, Czech Republic
600016064;Dukelská 1, Bruntál, Czech Republic
600016153;Tyršova 59, Horní Benešov, Czech Republic
600016081;Revoluční 973, Krnov, Pod Bezručovým vrchem, Czech Republic
600016056;Smetanův okruh 2, Krnov, Czech Republic
600171167;Revoluční 92, Krnov, Czech Republic
600016099;Jiráskova 1a, Krnov, Czech Republic
600016048;Opavská 49, Krnov, Czech Republic
600016145;Soukenická 21, Krnov, Czech Republic
600016218;Nemocniční 11, Město Albrechtice, Czech Republic
600016188;Sokolovská 34, Rýmařov, Czech Republic
600016102;Sokolovská 29, Rýmařov, Czech Republic
600016447;Cihelní 410, Frýdek-Místek, Czech Republic
600016234;Cihelní 410, Frýdek-Místek, Czech Republic
600016315;Čs. armády 517, Frýdek-Místek, Czech Republic
600016358;Československé armády 482, Frýdek-Místek, Czech Republic
680000062;Pionýrů 2069, Frýdek-Místek, Czech Republic
600016412;T.G. Masaryka 456, Frýdek-Místek, Czech Republic
600016323;28. října 1598, Frýdek-Místek, Czech Republic
600016307;Pionýrů 2069, Frýdek-Místek, Czech Republic
610500678;Pionýrů 2352, Frýdek-Místek, Czech Republic
600171191;Lískovecká 2089, Frýdek-Místek, Czech Republic
600016242;tř. T. G. Masaryka 451, Frýdek-Místek, Czech Republic
600016374;Pionýrů 2069, Frýdek-Místek, Czech Republic
600016331;Československé armády 481, Frýdek-Místek, Czech Republic
600020011;tř. T. G. Masaryka 451, Frýdek-Místek, Czech Republic
650007557;Dvořákova 1269, Frýdlant nad Ostravicí, Czech Republic
600016251;nám. T. G. Masaryka 1260, Frýdlant nad Ostravicí, Czech Republic
600171183;Školní 416, Jablunkov, Czech Republic
691000662;Lánská 132, Třinec, Czech Republic
600016340;Beskydská 1140, Třinec VI, Czech Republic
600016269;Komenského 713, Třinec, Czech Republic
610500732;Jablunkovská 241, Třinec, Czech Republic
600016455;Jana Palacha 794, Bohumín, Czech Republic
600016668;Husova 283, Bohumín, Czech Republic
600016501;Havlíčkova 13, Český Těšín, Czech Republic
600016463;Frýdecká 689, Český Těšín, Czech Republic
610300814;Frýdecká 34, Český Těšín, Czech Republic
600016609;Sokola Tůmy 12, Český Těšín, Czech Republic
600171213;Frýdecká 32, Český Těšín, Czech Republic
600016471;Komenského 2, Havířov, Czech Republic
600016579;Makarenkova 1, Havířov, Czech Republic
600016641;Tajovského 1157, Havířov, Czech Republic
600016650;Tajovského 1157, Havířov, Czech Republic
600016552;Kollárova 2, Havířov, Czech Republic
600171230;Kapitána Jasioka 50, Havířov, Czech Republic
600171205;Lidická 1a, Havířov, Czech Republic
600026337;Školní 2, Havířov, Czech Republic
600016510;Sýkorova 1, Havířov, Czech Republic
600016684;Studentská 11, Havířov-Podlesí, Czech Republic
600016617;Leonovova 1795, Karviná, Czech Republic
600016706;Leonovova 1795, Karviná, Czech Republic
600016676;Žižkova 1818, Karviná, Czech Republic
600016480;Mírová 1442, Karviná, Czech Republic
600171248;tř. Osvobození 60, Karviná, Czech Republic
600026230;Komenského 614, Karviná, Czech Republic
600020029;Borovského 2315, Karviná-Mizerov, Czech Republic
600016536;Masarykova tř. 1313, Orlová, Czech Republic
650078331;Mládí 726, Orlová, Czech Republic
600016587;Energetiků 144, Orlová, Czech Republic
600016633;
600016625;
600016773;17. listopadu 526, Bílovec, Czech Republic
600016749;Křižíkova 1258, Frenštát pod Radhoštěm, Czech Republic
600171256;Mariánská 252, Frenštát pod Radhoštěm, Czech Republic
600016781;Husova 1302, Kopřivnice, Czech Republic
600016901;B. Martinů 1994, Nový Jičín, Czech Republic
600016820;Palackého 50, Nový Jičín, Czech Republic
600020037;Divadelní 4, Nový Jičín, Czech Republic
600026396;Sokolovská 45, Nový Jičín, Czech Republic
600016846;U Jezu 7, Nový Jičín, Czech Republic
600031471;Divadelní 12, Nový Jičín, Czech Republic
600016838;1. máje 37, Odry, Czech Republic
600016854;Sokolovská 1, Odry, Czech Republic
600016714;Jičínská 528, Příbor, Czech Republic
600016803;A.G.L. Svobody 760, Studénka, Czech Republic
600017249;Dr. Ed. Beneše 7, Hlučín, Czech Republic
600026779;Čs. armády 336, Hlučín, Czech Republic
600017290;Šrámkova 1457, Opava, Czech Republic
600017401;Hlavní 282, Opava, Czech Republic
600017311;Purkyňova 12, Opava, Czech Republic
600017320;Komenského 5, Opava, Czech Republic
600017257;Hany Kvapilové 20, Opava, Czech Republic
600017265;Zámecký okruh 848, Opava, Czech Republic
600017419;Boženy Němcové 22, Opava, Czech Republic
691002932;Tyršova 867, Opava, Czech Republic
600017389;Mírová 3, Opava, Czech Republic
600017338;Praskova 8, Opava, Czech Republic
600171868;Kolofíkovo nábřeží 51, Opava, Czech Republic
600020061;Dvořákovy sady 2, Opava, Czech Republic
600171671;Slezského odboje 5, Opava, Czech Republic
600017346;Dolní 356, Šilheřovice, Czech Republic
600026787;Opavská 1, Velké Heraltice, Czech Republic
600017397;
600143074;Komenského 754, Vítkov, Czech Republic
600016862;Komenského 112, Klimkovice, Czech Republic
650003551;Hasičská 550/50, Ostrava, Czech Republic
600016366;Mjr. Nováka 1455, Ostrava, Czech Republic
691000565;Bystřinova 90, Ostrava, Czech Republic
600017451;Fr. Hajdy 34, Ostrava, Czech Republic
600017567;U Haldy 200, Ostrava, Czech Republic
600017591;U Haldy 18, Ostrava, Czech Republic
600171272;Krakovská 1095, Ostrava, Czech Republic
650069021;Hasičská 1003/49, Ostrava, Czech Republic
600017737;Žákovská 20 - 22, Ostrava, Czech Republic
650077393;U Dvoru 14, Ostrava, Czech Republic
600017672;Karasova 16, Ostrava, Czech Republic
600017729;Sládečkova 393, Ostrava, Czech Republic
650076991;Gregorova 2582, Ostrava, Czech Republic
600017524;Českobratrská 40, Ostrava, Czech Republic
600017583;Kratochvílova 7, Ostrava, Czech Republic
600017541;Karla Pokorného 1284, Ostrava, Czech Republic
600017478;M. Majerové 1691, Ostrava, Czech Republic
600017443;G. Klimenta 493, Ostrava, Czech Republic
600017460;Polská 6, Ostrava, Czech Republic
600026957;17. listopadu 1123, Ostrava, Czech Republic
600171299;Příčná 1108, Ostrava, Czech Republic
600017656;Opavská 1119, Ostrava, Czech Republic
600017648;Čs. exilu 669, Ostrava, Czech Republic
600017494;Hladnovská 35, Ostrava, Czech Republic
600016595;Michálkovická 1810, Ostrava, Czech Republic
600017664;náměstí Jiřího z Poděbrad 301, Ostrava, Czech Republic
651035759;Dušní 1106, Ostrava, Czech Republic
600017761;Zengrova 38, Ostrava, Czech Republic
600017699;Zengrova 1, Ostrava, Czech Republic
600171311;Moravská 2, Ostrava, Czech Republic
600020070;Jeremenkova 2, Ostrava, Czech Republic
600017486;Volgogradská 6a, Ostrava, Czech Republic
600017532;Hulvácká 384, Ostrava, Czech Republic
600017516;Volgogradská 2631, Ostrava, Czech Republic
600017753;Středoškolská 1, Ostrava, Czech Republic
600017681;Středoškolská 3, Ostrava, Czech Republic
600017702;U Studia 33, Ostrava, Czech Republic
600017711;Gurťjevova 8, Ostrava, Czech Republic
650024966;Klicperova 504, Ostrava-Mariánské Hory, Czech Republic
600017508;Dr. Šmerala 25, Ostrava, Czech Republic
600171302;Na Jízdárně 30, Ostrava, Czech Republic
600017630;Poděbradova 33, Ostrava, Czech Republic
